participant_id,age,trial,risky_reward,safe_reward,reward_diff,choice
831,31,4,21.08,10.55,10.53,1
831,31,5,15.53,13.36,2.17,0
831,31,6,17.44,12.87,4.57,0
831,31,7,17.68,9.22,8.46,1
831,31,8,26.4,13.38,13.02,1
831,31,9,23.44,12.62,10.83,0
832,48,0,17.22,10.26,6.96,0
832,48,1,19.78,9.25,10.53,0
832,48,2,16.34,13.59,2.74,1
832,48,3,15.02,7.34,7.68,1
832,48,4,16.39,11.93,4.46,1
832,48,5,29.02,10.16,18.86,1
832,48,6,21.51,11.93,9.59,1
832,48,7,16.93,13.8,3.13,0
832,48,8,16.11,10.29,5.82,0
832,48,9,19.13,13.0,6.13,0
833,75,0,24.76,9.21,15.55,0
833,75,1,19.11,10.78,8.34,0
833,75,2,26.17,5.48,20.69,1
833,75,3,27.16,9.34,17.82,0
833,75,4,24.11,12.02,12.09,0
833,75,5,17.78,14.58,3.2,0
833,75,6,20.85,13.01,7.84,0
833,75,7,18.62,7.07,11.56,0
833,75,8,27.9,5.61,22.28,0
833,75,9,28.4,6.22,22.18,0
834,22,0,18.2,11.06,7.14,1
834,22,1,16.53,10.82,5.7,1
834,22,2,25.2,11.37,13.83,1
834,22,3,22.79,11.36,11.44,1
834,22,4,24.82,10.87,13.95,1
834,22,5,18.16,7.6,10.56,0
834,22,6,26.39,10.53,15.86,1
834,22,7,16.66,13.99,2.68,0
834,22,8,16.66,12.97,3.69,1
834,22,9,19.86,12.39,7.47,1
835,52,0,26.7,5.74,20.96,1
835,52,1,19.79,8.3,11.49,0
835,52,2,19.25,9.44,9.8,1
835,52,3,26.03,11.04,14.99,0
835,52,4,18.16,8.26,9.9,1
835,52,5,16.63,7.65,8.98,1
835,52,6,24.04,14.98,9.06,1
835,52,7,27.32,6.19,21.13,0
835,52,8,24.65,14.03,10.62,1
835,52,9,19.73,5.91,13.82,1
836,40,0,28.67,12.82,15.86,0
836,40,1,23.0,13.83,9.16,1
836,40,2,17.25,13.38,3.87,1
836,40,3,15.8,6.26,9.54,1
836,40,4,24.11,7.6,16.5,0
836,40,5,26.6,14.21,12.4,1
836,40,6,26.69,12.53,14.16,1
836,40,7,19.65,9.78,9.87,1
836,40,8,19.46,9.74,9.72,1
836,40,9,16.89,9.63,7.26,0
837,46,0,27.51,10.46,17.04,1
837,46,1,20.76,6.93,13.83,1
837,46,2,26.88,9.65,17.23,0
837,46,3,25.56,6.94,18.62,1
837,46,4,21.66,9.24,12.42,0
837,46,5,29.73,13.13,16.6,0
837,46,6,15.44,6.4,9.04,1
837,46,7,18.95,9.42,9.53,0
837,46,8,22.51,14.03,8.48,0
837,46,9,17.45,13.53,3.92,0
838,60,0,21.8,12.85,8.95,1
838,60,1,28.24,11.71,16.53,0
838,60,2,29.92,10.18,19.74,1
838,60,3,17.5,8.24,9.26,1
838,60,4,27.23,7.97,19.26,0
838,60,5,25.54,6.73,18.8,0
838,60,6,22.0,9.93,12.08,0
838,60,7,15.47,11.86,3.6,0
838,60,8,26.86,13.15,13.71,1
838,60,9,15.73,12.03,3.69,0
839,28,0,21.7,7.6,14.1,1
839,28,1,19.31,8.28,11.03,1
839,28,2,24.83,7.73,17.1,1
839,28,3,20.6,13.56,7.04,1
839,28,4,29.47,10.04,19.44,1
839,28,5,17.9,11.95,5.95,1
839,28,6,24.06,12.55,11.51,1
839,28,7,15.65,13.03,2.62,1
839,28,8,20.88,10.38,10.5,1
839,28,9,17.24,9.17,8.07,1
840,35,0,20.26,5.91,14.34,1
840,35,1,17.43,8.73,8.7,0
840,35,2,18.09,9.16,8.93,1
840,35,3,26.81,5.5,21.31,1
840,35,4,18.16,14.93,3.23,0
840,35,5,17.08,7.72,9.36,1
840,35,6,16.87,12.97,3.9,1
840,35,7,24.47,8.31,16.16,1
840,35,8,18.86,8.08,10.78,1
840,35,9,17.26,11.17,6.08,0
841,64,0,16.81,13.97,2.83,1
841,64,1,20.23,11.11,9.13,0
841,64,2,16.45,12.99,3.46,0
841,64,3,17.72,13.95,3.77,0
841,64,4,29.04,6.76,22.28,0
841,64,5,15.9,13.83,2.06,0
841,64,6,20.55,6.9,13.65,0
841,64,7,24.05,8.6,15.44,0
841,64,8,27.4,8.39,19.01,1
841,64,9,28.67,8.87,19.8,0
842,29,0,18.07,13.97,4.09,1
842,29,1,24.55,13.81,10.74,1
842,29,2,27.43,9.11,18.33,1
842,29,3,20.59,11.96,8.63,1
842,29,4,15.33,14.48,0.85,1
842,29,5,27.36,6.69,20.67,1
842,29,6,27.34,7.06,20.28,0
842,29,7,22.47,8.66,13.8,1
842,29,8,20.12,8.47,11.65,1
842,29,9,19.65,7.01,12.64,0
843,26,0,27.08,9.98,17.1,1
843,26,1,25.44,10.09,15.35,1
843,26,2,29.92,6.48,23.45,1
843,26,3,28.29,11.87,16.42,0
843,26,4,20.05,7.72,12.33,0
843,26,5,20.91,12.1,8.81,1
843,26,6,26.34,10.49,15.85,1
843,26,7,22.42,11.97,10.45,1
843,26,8,24.56,10.42,14.15,1
843,26,9,26.29,8.03,18.26,1
844,27,0,22.07,11.76,10.31,0
844,27,1,17.12,8.96,8.16,1
844,27,2,26.38,9.48,16.9,1
844,27,3,19.83,13.44,6.39,1
844,27,4,29.15,5.79,23.37,1
844,27,5,26.5,11.0,15.5,1
844,27,6,29.59,7.98,21.6,1
844,27,7,22.28,10.42,11.86,1
844,27,8,20.9,9.4,11.5,1
844,27,9,20.92,14.15,6.77,0
845,75,0,21.82,5.0,16.82,0
845,75,1,16.87,7.45,9.42,0
845,75,2,17.7,13.03,4.67,0
845,75,3,29.34,7.31,22.03,0
845,75,4,29.66,13.26,16.4,0
845,75,5,17.83,12.69,5.14,0
845,75,6,22.96,11.09,11.87,0
845,75,7,25.9,11.62,14.28,1
845,75,8,21.86,11.64,10.22,0
845,75,9,19.7,6.25,13.45,0
846,61,0,29.8,7.85,21.95,0
846,61,1,26.15,5.13,21.01,0
846,61,2,20.8,13.69,7.11,1
846,61,3,17.18,8.23,8.96,0
846,61,4,27.72,5.11,22.6,0
846,61,5,16.97,13.23,3.74,0
846,61,6,22.5,7.13,15.37,0
846,61,7,17.34,6.9,10.44,0
846,61,8,29.87,13.91,15.96,0
846,61,9,23.08,14.98,8.09,0
847,34,0,21.3,14.1,7.21,1
847,34,1,16.46,11.34,5.12,1
847,34,2,20.6,9.24,11.36,1
847,34,3,29.87,7.21,22.67,1
847,34,4,16.98,11.08,5.91,0
847,34,5,22.23,7.46,14.77,1
847,34,6,23.09,6.71,16.38,1
847,34,7,21.53,14.83,6.7,0
847,34,8,26.02,13.89,12.13,0
847,34,9,28.55,5.55,23.01,1
848,78,0,26.2,10.83,15.37,0
848,78,1,20.11,8.18,11.93,0
848,78,2,20.15,10.15,10.0,0
848,78,3,26.13,13.35,12.78,0
848,78,4,21.24,8.46,12.78,0
848,78,5,28.96,5.66,23.3,0
848,78,6,20.67,14.49,6.18,0
848,78,7,27.25,7.83,19.42,0
848,78,8,23.93,14.98,8.95,0
848,78,9,29.04,12.86,16.18,0
849,55,0,21.54,8.87,12.67,1
849,55,1,29.46,14.59,14.87,0
849,55,2,19.44,7.45,11.99,0
849,55,3,16.0,13.44,2.56,0
849,55,4,21.28,13.32,7.96,1
849,55,5,20.31,14.52,5.79,0
849,55,6,26.32,12.58,13.75,1
849,55,7,18.05,9.91,8.14,1
849,55,8,21.16,12.81,8.35,1
849,55,9,24.91,5.0,19.91,1
850,24,0,21.12,13.41,7.71,1
850,24,1,23.32,11.79,11.53,1
850,24,2,22.68,14.11,8.57,1
850,24,3,17.36,11.28,6.08,1
850,24,4,15.4,5.91,9.5,1
850,24,5,17.04,7.59,9.45,1
850,24,6,20.58,13.91,6.67,1
850,24,7,28.14,10.27,17.87,1
850,24,8,21.95,13.22,8.73,1
850,24,9,16.37,8.29,8.07,1
851,63,0,19.59,6.35,13.24,1
851,63,1,25.23,8.86,16.37,0
851,63,2,23.04,10.49,12.55,1
851,63,3,22.82,5.24,17.59,0
851,63,4,23.59,6.82,16.77,1
851,63,5,18.29,5.71,12.59,0
851,63,6,29.68,8.54,21.15,0
851,63,7,24.8,11.48,13.31,0
851,63,8,27.86,12.94,14.92,0
851,63,9,18.46,11.17,7.29,0
852,30,0,24.36,14.77,9.59,1
852,30,1,21.59,14.77,6.82,1
852,30,2,26.09,5.3,20.79,1
852,30,3,29.02,8.83,20.19,1
852,30,4,15.42,13.92,1.5,0
852,30,5,16.6,5.55,11.05,0
852,30,6,27.15,6.21,20.94,1
852,30,7,26.7,10.25,16.45,0
852,30,8,22.22,11.77,10.45,1
852,30,9,29.14,8.99,20.16,1
853,57,0,19.9,13.53,6.37,0
853,57,1,20.31,10.44,9.87,1
853,57,2,15.08,7.81,7.27,0
853,57,3,25.68,13.27,12.41,0
853,57,4,21.18,12.41,8.78,1
853,57,5,15.86,6.25,9.61,0
853,57,6,18.17,7.87,10.3,0
853,57,7,20.38,10.57,9.8,0
853,57,8,17.53,5.74,11.79,1
853,57,9,15.87,11.19,4.68,0
854,59,0,20.1,8.87,11.23,0
854,59,1,18.34,6.19,12.15,0
854,59,2,24.69,11.0,13.7,0
854,59,3,15.85,9.28,6.57,1
854,59,4,26.39,13.73,12.66,1
854,59,5,16.43,7.53,8.89,1
854,59,6,19.84,10.38,9.45,0
854,59,7,20.99,7.2,13.79,1
854,59,8,17.6,6.93,10.67,0
854,59,9,15.92,14.97,0.94,0
855,26,0,23.16,8.58,14.59,1
855,26,1,22.07,8.29,13.78,1
855,26,2,28.88,7.91,20.97,1
855,26,3,20.26,5.86,14.39,1
855,26,4,17.84,11.94,5.91,1
855,26,5,26.73,12.09,14.64,1
855,26,6,23.44,12.43,11.01,1
855,26,7,24.0,12.4,11.6,1
855,26,8,25.97,7.73,18.24,1
855,26,9,18.63,13.39,5.25,1
856,67,0,24.64,12.94,11.7,0
856,67,1,25.98,6.49,19.49,0
856,67,2,24.28,11.09,13.18,0
856,67,3,18.73,7.4,11.34,0
856,67,4,26.26,9.47,16.79,0
856,67,5,21.79,11.1,10.68,0
856,67,6,17.71,11.95,5.75,0
856,67,7,21.71,8.23,13.47,1
856,67,8,26.96,8.28,18.68,0
856,67,9,20.04,9.99,10.05,0
857,44,0,26.58,8.93,17.65,0
857,44,1,25.81,7.97,17.84,1
857,44,2,28.42,11.77,16.65,0
857,44,3,15.88,13.18,2.7,0
857,44,4,27.72,14.75,12.97,0
857,44,5,27.84,5.11,22.73,0
857,44,6,16.13,13.51,2.61,1
857,44,7,24.15,5.38,18.77,0
857,44,8,16.68,9.11,7.57,0
857,44,9,25.43,5.06,20.37,1
858,75,0,15.63,11.73,3.89,0
858,75,1,24.83,7.24,17.59,0
858,75,2,29.65,7.24,22.41,0
858,75,3,21.01,12.68,8.32,0
858,75,4,20.11,11.6,8.51,0
858,75,5,19.18,7.72,11.46,0
858,75,6,17.31,13.11,4.2,0
858,75,7,16.42,8.42,8.0,0
858,75,8,22.14,9.0,13.14,0
858,75,9,29.3,12.54,16.76,0
859,19,0,29.03,8.92,20.11,1
859,19,1,21.32,7.81,13.52,1
859,19,2,19.98,10.79,9.2,1
859,19,3,26.96,12.74,14.22,1
859,19,4,25.22,12.04,13.18,1
859,19,5,24.01,10.74,13.26,1
859,19,6,25.05,9.7,15.36,1
859,19,7,27.9,5.23,22.67,1
859,19,8,16.82,5.35,11.47,1
859,19,9,29.83,7.7,22.12,1
860,22,0,16.77,11.02,5.76,0
860,22,1,19.38,13.48,5.9,0
860,22,2,23.83,8.09,15.73,1
860,22,3,27.67,6.71,20.96,1
860,22,4,19.79,7.83,11.95,1
860,22,5,21.32,8.39,12.93,1
860,22,6,18.29,7.3,10.99,1
860,22,7,21.14,7.95,13.19,1
860,22,8,22.81,13.17,9.65,1
860,22,9,18.53,11.0,7.54,0
861,46,0,21.13,14.32,6.81,0
861,46,1,18.12,7.59,10.53,1
861,46,2,17.94,14.08,3.86,0
861,46,3,15.78,10.94,4.84,0
861,46,4,20.86,11.32,9.54,0
861,46,5,17.55,6.2,11.35,1
861,46,6,20.46,8.38,12.08,1
861,46,7,22.55,12.58,9.97,1
861,46,8,19.96,13.27,6.69,0
861,46,9,18.49,8.15,10.34,0
862,54,0,16.19,8.26,7.93,0
862,54,1,17.81,6.8,11.01,0
862,54,2,26.32,13.4,12.92,0
862,54,3,16.11,7.17,8.94,0
862,54,4,23.11,8.28,14.83,1
862,54,5,19.21,9.29,9.91,1
862,54,6,29.46,6.08,23.39,0
862,54,7,27.63,9.23,18.4,0
862,54,8,25.07,7.13,17.94,1
862,54,9,22.7,11.38,11.32,0
863,55,0,22.09,9.43,12.66,0
863,55,1,21.52,10.41,11.1,0
863,55,2,24.49,12.23,12.27,0
863,55,3,24.65,10.78,13.86,1
863,55,4,29.99,5.34,24.66,1
863,55,5,16.58,5.97,10.61,0
863,55,6,21.39,13.01,8.38,1
863,55,7,18.85,7.51,11.33,0
863,55,8,27.22,9.52,17.7,1
863,55,9,29.6,6.17,23.44,0
864,36,0,21.13,5.98,15.15,1
864,36,1,15.43,13.77,1.66,0
864,36,2,27.23,10.22,17.01,1
864,36,3,25.51,14.08,11.43,1
864,36,4,19.96,12.09,7.87,0
864,36,5,29.71,11.38,18.33,1
864,36,6,16.79,14.46,2.33,1
864,36,7,17.92,14.34,3.58,1
864,36,8,25.94,11.25,14.69,1
864,36,9,20.08,6.5,13.58,1
865,25,0,22.16,5.04,17.11,0
865,25,1,20.24,7.58,12.66,1
865,25,2,17.38,14.99,2.39,1
865,25,3,21.08,13.71,7.37,1
865,25,4,20.53,13.98,6.55,1
865,25,5,18.42,11.44,6.98,0
865,25,6,22.45,12.34,10.11,0
865,25,7,25.36,6.02,19.33,1
865,25,8,23.93,7.76,16.17,0
865,25,9,21.08,9.57,11.51,1
866,65,0,22.86,8.82,14.04,1
866,65,1,23.95,13.68,10.27,0
866,65,2,20.72,6.28,14.45,0
866,65,3,29.13,8.88,20.24,0
866,65,4,21.16,10.02,11.14,0
866,65,5,16.25,10.3,5.95,0
866,65,6,20.1,11.44,8.65,1
866,65,7,23.91,7.83,16.07,0
866,65,8,17.12,12.36,4.77,0
866,65,9,29.57,14.11,15.46,0
867,62,0,15.41,11.55,3.86,0
867,62,1,15.41,6.23,9.18,0
867,62,2,28.68,14.07,14.61,1
867,62,3,20.77,5.43,15.34,0
867,62,4,26.3,12.9,13.4,0
867,62,5,16.44,8.81,7.62,0
867,62,6,18.44,8.2,10.25,0
867,62,7,26.0,14.12,11.88,0
867,62,8,22.72,9.67,13.05,0
867,62,9,26.54,13.31,13.23,1
868,18,0,26.88,9.33,17.55,1
868,18,1,15.9,11.78,4.12,1
868,18,2,28.02,12.34,15.68,1
868,18,3,25.3,6.92,18.38,1
868,18,4,24.37,13.73,10.64,1
868,18,5,27.13,12.83,14.3,1
868,18,6,22.51,12.0,10.51,1
868,18,7,28.36,12.7,15.66,1
868,18,8,29.72,6.79,22.92,1
868,18,9,19.87,12.63,7.24,1
869,39,0,26.05,6.56,19.49,1
869,39,1,16.5,13.65,2.85,1
869,39,2,25.42,13.2,12.21,0
869,39,3,16.59,13.93,2.66,1
869,39,4,26.05,12.29,13.77,1
869,39,5,18.31,9.92,8.39,1
869,39,6,28.78,8.6,20.18,0
869,39,7,21.89,14.64,7.25,0
869,39,8,27.44,6.05,21.39,1
869,39,9,17.14,7.98,9.16,0
870,69,0,25.89,5.39,20.5,0
870,69,1,23.48,5.79,17.69,0
870,69,2,25.71,5.53,20.18,0
870,69,3,23.65,13.33,10.31,0
870,69,4,27.5,5.95,21.55,0
870,69,5,17.99,13.76,4.23,0
870,69,6,15.38,5.1,10.29,0
870,69,7,17.15,11.3,5.85,0
870,69,8,29.13,14.52,14.61,0
870,69,9,15.09,8.59,6.5,0
871,34,0,22.49,11.03,11.45,0
871,34,1,28.28,6.09,22.19,1
871,34,2,27.5,13.24,14.25,1
871,34,3,25.96,11.72,14.24,1
871,34,4,18.02,13.89,4.14,0
871,34,5,17.53,12.05,5.49,0
871,34,6,28.3,7.23,21.07,0
871,34,7,17.3,11.01,6.29,0
871,34,8,21.28,9.75,11.53,0
871,34,9,24.68,9.97,14.71,1
872,80,0,15.11,6.25,8.86,0
872,80,1,26.46,14.67,11.79,0
872,80,2,25.2,5.44,19.76,0
872,80,3,20.71,5.96,14.76,0
872,80,4,19.2,11.6,7.61,0
872,80,5,25.58,14.92,10.65,0
872,80,6,21.98,13.05,8.93,0
872,80,7,15.56,13.43,2.13,0
872,80,8,17.56,6.02,11.54,0
872,80,9,15.39,5.55,9.83,0
873,24,0,18.79,6.27,12.53,1
873,24,1,18.39,5.19,13.2,1
873,24,2,19.66,8.19,11.47,1
873,24,3,25.03,11.16,13.87,0
873,24,4,22.77,9.73,13.04,1
873,24,5,26.33,6.41,19.92,1
873,24,6,21.32,11.58,9.74,0
873,24,7,29.2,6.68,22.52,1
873,24,8,27.17,10.18,16.99,1
873,24,9,25.66,11.02,14.64,0
874,42,0,23.76,9.66,14.1,1
874,42,1,27.13,11.13,16.0,0
874,42,2,29.57,11.18,18.39,1
874,42,3,25.37,11.59,13.78,1
874,42,4,22.01,12.43,9.58,1
874,42,5,26.69,9.51,17.19,0
874,42,6,19.39,5.92,13.47,1
874,42,7,23.13,8.49,14.63,1
874,42,8,25.08,8.77,16.31,0
874,42,9,26.69,12.61,14.08,1
875,62,0,23.52,9.5,14.02,0
875,62,1,28.18,8.44,19.74,1
875,62,2,17.51,8.67,8.84,0
875,62,3,24.85,8.31,16.54,0
875,62,4,29.07,11.52,17.55,1
875,62,5,23.7,10.42,13.28,0
875,62,6,20.25,9.23,11.03,0
875,62,7,22.87,12.19,10.68,1
875,62,8,23.45,6.22,17.24,0
875,62,9,24.92,6.57,18.35,0
876,21,0,25.55,11.51,14.04,1
876,21,1,23.66,6.47,17.19,1
876,21,2,21.89,6.09,15.79,0
876,21,3,17.48,12.81,4.67,0
876,21,4,29.92,9.29,20.63,1
876,21,5,29.36,6.73,22.63,1
876,21,6,15.9,11.21,4.69,1
876,21,7,18.06,12.98,5.08,1
876,21,8,27.09,5.27,21.83,1
876,21,9,16.18,7.51,8.67,1
877,53,0,19.21,10.11,9.09,0
877,53,1,15.74,13.11,2.63,1
877,53,2,16.9,6.19,10.71,0
877,53,3,17.7,13.97,3.74,0
877,53,4,20.76,11.31,9.45,0
877,53,5,20.89,6.62,14.27,0
877,53,6,26.58,12.81,13.77,1
877,53,7,17.62,14.21,3.42,1
877,53,8,26.02,5.46,20.56,0
877,53,9,28.58,7.97,20.61,1
878,23,0,22.21,7.98,14.23,1
878,23,1,24.97,7.1,17.88,1
878,23,2,26.74,11.44,15.3,1
878,23,3,24.96,12.65,12.31,1
878,23,4,18.59,5.0,13.59,1
878,23,5,27.34,11.98,15.36,1
878,23,6,23.78,13.21,10.57,1
878,23,7,17.97,10.88,7.09,0
878,23,8,15.73,10.97,4.76,1
878,23,9,24.04,11.5,12.54,1
879,77,0,16.96,7.35,9.61,0
879,77,1,15.27,11.35,3.92,0
879,77,2,18.59,10.98,7.61,0
879,77,3,18.91,9.63,9.28,0
879,77,4,21.4,11.3,10.1,1
879,77,5,16.17,5.81,10.35,0
879,77,6,20.25,7.28,12.98,0
879,77,7,17.55,7.46,10.08,0
879,77,8,19.97,10.85,9.12,0
879,77,9,20.89,13.63,7.27,0
880,48,0,27.42,13.65,13.77,0
880,48,1,24.69,10.57,14.12,0
880,48,2,23.27,6.11,17.15,0
880,48,3,26.41,13.2,13.21,1
880,48,4,19.07,7.96,11.12,0
880,48,5,17.01,8.85,8.15,1
880,48,6,18.97,12.06,6.91,0
880,48,7,15.34,10.66,4.68,1
880,48,8,16.28,12.05,4.23,0
880,48,9,27.21,9.74,17.47,0
881,36,0,17.5,7.5,10.01,1
881,36,1,26.96,7.29,19.68,1
881,36,2,24.35,5.77,18.58,1
881,36,3,16.6,5.0,11.6,0
881,36,4,23.43,7.1,16.33,1
881,36,5,27.16,10.02,17.15,1
881,36,6,21.79,7.38,14.41,0
881,36,7,23.48,6.31,17.17,1
881,36,8,19.94,7.14,12.8,0
881,36,9,28.21,6.99,21.22,1
882,78,0,26.43,7.09,19.35,0
882,78,1,25.5,11.54,13.96,0
882,78,2,25.6,14.65,10.95,0
882,78,3,28.18,5.22,22.96,0
882,78,4,15.73,11.51,4.22,0
882,78,5,27.69,11.47,16.22,1
882,78,6,25.72,13.62,12.1,0
882,78,7,15.46,13.58,1.88,0
882,78,8,20.68,8.29,12.39,0
882,78,9,28.01,7.52,20.49,0
883,61,0,27.97,5.26,22.71,0
883,61,1,19.59,10.08,9.5,1
883,61,2,28.53,12.5,16.04,0
883,61,3,25.25,6.85,18.4,0
883,61,4,22.3,11.07,11.23,0
883,61,5,20.76,12.03,8.73,0
883,61,6,17.29,13.63,3.66,0
883,61,7,25.99,7.94,18.05,0
883,61,8,15.41,14.71,0.69,0
883,61,9,16.41,15.0,1.41,0
884,71,0,27.81,5.67,22.14,0
884,71,1,25.04,6.06,18.98,0
884,71,2,21.64,7.16,14.48,0
884,71,3,29.51,7.89,21.62,0
884,71,4,23.04,11.71,11.33,0
884,71,5,26.31,5.37,20.95,0
884,71,6,26.61,14.05,12.56,0
884,71,7,15.78,8.97,6.82,1
884,71,8,26.23,5.64,20.59,0
884,71,9,21.25,9.63,11.63,0
885,56,0,21.95,12.13,9.82,0
885,56,1,23.22,8.03,15.18,1
885,56,2,24.21,9.9,14.3,0
885,56,3,23.41,13.04,10.37,0
885,56,4,22.37,11.7,10.67,1
885,56,5,20.79,11.25,9.54,1
885,56,6,21.55,10.99,10.57,0
885,56,7,28.16,7.81,20.35,0
885,56,8,15.85,7.41,8.44,0
885,56,9,16.85,7.58,9.27,0
886,44,0,27.36,12.82,14.54,0
886,44,1,26.24,6.21,20.04,1
886,44,2,21.66,8.11,13.55,0
886,44,3,21.96,5.6,16.36,1
886,44,4,18.43,13.87,4.55,0
886,44,5,23.41,10.07,13.34,0
886,44,6,26.32,10.54,15.78,0
886,44,7,29.65,14.95,14.7,0
886,44,8,28.99,9.04,19.94,0
886,44,9,28.64,14.04,14.6,0
887,27,0,21.1,6.59,14.51,1
887,27,1,26.51,7.33,19.18,1
887,27,2,23.48,11.04,12.44,0
887,27,3,24.92,12.86,12.06,1
887,27,4,27.5,7.64,19.87,1
887,27,5,28.89,11.93,16.96,1
887,27,6,22.01,8.77,13.24,1
887,27,7,16.81,9.55,7.26,1
887,27,8,23.08,11.35,11.73,0
887,27,9,24.78,13.84,10.95,1
888,43,0,24.4,5.7,18.71,1
888,43,1,23.7,8.96,14.74,0
888,43,2,23.15,13.82,9.32,0
888,43,3,17.21,8.95,8.27,0
888,43,4,19.58,7.67,11.91,0
888,43,5,29.71,12.74,16.97,1
888,43,6,21.64,10.4,11.24,1
888,43,7,22.54,7.03,15.51,0
888,43,8,26.32,11.81,14.51,0
888,43,9,19.27,5.81,13.45,0
889,36,0,29.98,10.78,19.19,1
889,36,1,26.71,5.74,20.97,1
889,36,2,19.16,14.15,5.01,1
889,36,3,28.48,7.99,20.49,1
889,36,4,29.21,7.01,22.19,1
889,36,5,20.83,12.74,8.09,1
889,36,6,21.56,11.99,9.57,1
889,36,7,15.88,12.05,3.83,1
889,36,8,15.17,11.13,4.04,0
889,36,9,16.67,10.91,5.76,0
890,56,0,16.06,5.23,10.84,0
890,56,1,26.87,6.61,20.26,0
890,56,2,24.85,8.32,16.53,0
890,56,3,29.48,7.16,22.32,0
890,56,4,24.37,6.38,17.99,1
890,56,5,15.2,8.25,6.95,1
890,56,6,27.06,14.97,12.08,1
890,56,7,21.49,5.26,16.23,1
890,56,8,19.84,8.94,10.91,0
890,56,9,20.94,9.96,10.97,1
891,79,0,15.0,13.99,1.01,0
891,79,1,29.46,6.31,23.16,0
891,79,2,29.99,6.38,23.61,0
891,79,3,26.71,5.32,21.38,0
891,79,4,16.21,7.37,8.84,0
891,79,5,28.61,6.8,21.81,0
891,79,6,23.81,8.46,15.35,0
891,79,7,16.79,12.48,4.3,0
891,79,8,20.46,6.72,13.75,0
891,79,9,26.68,8.12,18.55,0
892,20,0,18.22,11.82,6.39,0
892,20,1,15.2,8.06,7.14,1
892,20,2,19.75,9.06,10.69,1
892,20,3,16.21,12.77,3.44,1
892,20,4,27.17,10.13,17.03,1
892,20,5,29.19,5.83,23.37,1
892,20,6,28.17,5.8,22.37,1
892,20,7,27.36,14.86,12.5,1
892,20,8,19.18,12.0,7.18,1
892,20,9,25.5,13.54,11.96,1
893,62,0,16.63,11.41,5.22,0
893,62,1,21.99,14.61,7.38,0
893,62,2,28.54,14.1,14.45,0
893,62,3,27.3,11.95,15.35,1
893,62,4,16.98,6.34,10.64,1
893,62,5,16.75,14.2,2.55,0
893,62,6,19.68,12.93,6.75,0
893,62,7,17.13,13.85,3.29,0
893,62,8,25.48,7.91,17.58,0
893,62,9,27.24,6.57,20.68,0
894,30,0,16.05,10.34,5.71,0
894,30,1,29.19,7.32,21.86,1
894,30,2,25.87,5.42,20.45,1
894,30,3,26.95,10.6,16.34,1
894,30,4,22.31,14.21,8.09,1
894,30,5,25.82,8.36,17.46,1
894,30,6,18.83,10.33,8.5,1
894,30,7,23.13,12.08,11.05,1
894,30,8,17.47,12.5,4.97,0
894,30,9,15.18,5.59,9.59,1
895,67,0,20.76,6.46,14.29,1
895,67,1,17.39,14.58,2.82,0
895,67,2,22.92,14.42,8.5,0
895,67,3,25.88,7.83,18.06,0
895,67,4,17.15,9.04,8.11,1
895,67,5,18.25,5.75,12.5,0
895,67,6,27.65,8.78,18.87,0
895,67,7,24.85,10.1,14.75,0
895,67,8,28.83,5.54,23.29,0
895,67,9,24.32,9.41,14.91,0
896,45,0,21.46,13.73,7.73,0
896,45,1,29.12,8.08,21.04,1
896,45,2,15.28,14.43,0.85,0
896,45,3,21.06,14.08,6.98,0
896,45,4,23.49,6.76,16.73,1
896,45,5,28.77,10.59,18.19,1
896,45,6,15.47,8.36,7.1,0
896,45,7,15.64,11.1,4.54,0
896,45,8,26.75,5.29,21.46,0
896,45,9,22.81,8.71,14.11,0
897,79,0,17.4,10.41,6.99,0
897,79,1,22.91,10.52,12.39,0
897,79,2,24.92,11.34,13.57,0
897,79,3,16.36,7.97,8.39,0
897,79,4,17.05,11.78,5.27,0
897,79,5,20.02,13.47,6.56,0
897,79,6,24.67,13.7,10.97,0
897,79,7,22.79,14.8,7.99,0
897,79,8,24.02,9.09,14.93,0
897,79,9,19.44,5.09,14.34,0
898,75,0,16.64,8.19,8.45,0
898,75,1,24.77,6.69,18.08,0
898,75,2,22.56,10.13,12.44,0
898,75,3,27.97,8.18,19.79,0
898,75,4,19.54,12.15,7.39,0
898,75,5,17.82,6.12,11.7,0
898,75,6,25.15,8.66,16.48,0
898,75,7,29.67,7.06,22.62,0
898,75,8,15.08,12.13,2.95,0
898,75,9,17.9,12.52,5.38,0
899,37,0,16.67,5.41,11.26,1
899,37,1,24.39,12.93,11.46,1
899,37,2,23.71,13.0,10.71,1
899,37,3,24.17,10.16,14.01,0
899,37,4,18.53,7.64,10.89,1
899,37,5,27.29,9.12,18.17,1
899,37,6,29.72,14.27,15.45,0
899,37,7,17.13,13.91,3.22,1
899,37,8,15.19,8.91,6.28,1
899,37,9,16.62,10.38,6.25,0
900,45,0,20.66,8.53,12.14,1
900,45,1,28.85,5.49,23.36,1
900,45,2,18.97,13.94,5.03,1
900,45,3,21.17,9.07,12.1,0
900,45,4,18.23,11.45,6.78,1
900,45,5,29.31,10.93,18.38,0
900,45,6,21.51,8.42,13.08,1
900,45,7,24.06,14.55,9.51,1
900,45,8,28.25,6.49,21.76,0
900,45,9,20.26,8.8,11.46,1
901,25,0,25.77,12.2,13.58,1
901,25,1,22.85,5.3,17.55,1
